return_id,order_id,product_id,return_date,return_reason
218,1213,718,2024-05-06,Wrong Size
219,10450,732,2025-06-21,Changed Mind
220,561,913,2025-05-04,Changed Mind
221,4118,130,2022-10-05,Wrong Size
222,7420,759,2023-11-18,Late Delivery
223,6100,514,2025-02-27,Changed Mind
224,3169,638,2023-07-01,Wrong Size
225,17269,475,2024-12-26,Wrong Size
226,999,163,2025-06-24,Defective
227,17372,383,2022-10-04,Defective
228,3016,847,2024-12-15,Defective
229,1939,667,2023-03-29,Changed Mind
230,1117,319,2025-05-11,Defective
231,8939,551,2025-03-30,Defective
232,19249,382,2025-06-25,Defective
233,4255,536,2024-04-12,Changed Mind
234,7975,610,2024-07-04,Late Delivery
235,3077,90,2023-05-30,Changed Mind
236,11382,746,2024-01-10,Defective
237,8753,350,2025-02-03,Wrong Size
238,1137,477,2024-08-08,Changed Mind
239,1520,66,2024-10-14,Changed Mind
240,11648,736,2024-03-30,Defective
241,16899,921,2024-01-28,Late Delivery
242,388,206,2025-05-18,Late Delivery
243,16955,815,2023-12-08,Wrong Size
244,13931,483,2022-10-21,Changed Mind
245,13188,545,2023-02-13,Changed Mind
246,13901,196,2024-03-25,Wrong Size
247,14360,294,2024-11-22,Defective
248,5027,553,2024-02-22,Wrong Size
249,15783,50,2023-05-13,Defective
250,8475,445,2025-04-03,Defective
251,17336,376,2025-03-25,Wrong Size
252,11396,464,2023-05-18,Wrong Size
253,15816,906,2022-12-17,Changed Mind
254,11588,105,2024-03-12,Changed Mind
255,14821,636,2023-01-15,Late Delivery
256,1700,242,2025-06-30,Wrong Size
257,17499,227,2022-12-21,Defective
258,16911,141,2023-07-29,Late Delivery
259,11402,848,2025-02-15,Defective
260,13603,788,2025-05-01,Defective
261,19680,720,2024-07-06,Changed Mind
262,4941,16,2024-09-10,Wrong Size
263,19405,77,2022-10-07,Defective
264,11501,469,2024-03-02,Wrong Size
265,850,52,2023-10-02,Late Delivery
266,1599,104,2022-10-21,Defective
267,19859,720,2023-02-19,Wrong Size
268,388,702,2024-04-13,Wrong Size
269,17792,875,2025-05-20,Late Delivery
270,12600,513,2025-06-14,Defective
271,4937,548,2024-05-16,Changed Mind
272,16621,458,2024-12-04,Changed Mind
273,2239,22,2023-05-18,Defective
274,17783,290,2024-12-21,Wrong Size
275,2458,710,2023-09-17,Defective
276,3325,305,2024-01-10,Changed Mind
277,13061,746,2025-02-19,Defective
278,1710,432,2025-01-24,Changed Mind
279,834,311,2025-08-16,Defective
280,5916,323,2025-09-01,Defective
281,9431,51,2024-07-31,Wrong Size
282,17199,30,2023-02-04,Changed Mind
283,8154,904,2025-02-21,Wrong Size
284,3344,283,2023-10-15,Wrong Size
285,12652,559,2025-07-27,Wrong Size
286,16039,525,2024-09-08,Wrong Size
287,8261,161,2025-06-13,Wrong Size
288,18389,600,2024-06-01,Defective
289,9866,563,2022-12-13,Defective
290,18148,24,2025-09-10,Changed Mind
291,921,695,2025-09-06,Changed Mind
292,1624,523,2023-02-05,Late Delivery
293,13524,305,2025-07-19,Wrong Size
294,9825,484,2023-10-13,Wrong Size
295,3705,753,2025-04-04,Changed Mind
296,18873,461,2024-04-05,Changed Mind
297,6434,827,2024-03-20,Defective
298,9817,423,2023-02-27,Defective
299,6382,148,2023-10-07,Changed Mind
300,15267,91,2023-07-13,Late Delivery
301,17445,538,2022-09-20,Wrong Size
302,4747,659,2024-11-02,Late Delivery
303,3052,393,2024-06-02,Wrong Size
304,11665,311,2022-10-25,Late Delivery
305,7965,323,2023-12-30,Wrong Size
306,13864,540,2024-08-23,Late Delivery
307,5246,379,2024-11-28,Wrong Size
308,8485,729,2025-06-12,Wrong Size
309,464,499,2024-08-04,Changed Mind
310,6635,310,2025-05-30,Defective
311,19123,760,2025-02-04,Changed Mind
312,10783,696,2024-06-22,Wrong Size
313,12166,528,2023-04-02,Defective
314,12881,433,2023-08-25,Changed Mind
315,19513,307,2024-01-23,Changed Mind
316,2702,190,2025-08-08,Wrong Size
317,10731,917,2024-07-18,Changed Mind
318,7994,761,2024-09-11,Wrong Size
319,1953,719,2024-07-08,Wrong Size
320,2969,58,2023-09-11,Defective
321,18435,435,2023-01-19,Changed Mind
322,17574,36,2023-08-26,Changed Mind
323,18199,726,2023-10-27,Late Delivery
324,14434,710,2023-07-27,Late Delivery
325,7862,704,2022-11-19,Late Delivery
326,18203,832,2022-12-13,Wrong Size
327,11994,372,2025-03-17,Changed Mind
328,10337,289,2024-08-11,Defective
329,464,126,2023-10-30,Changed Mind
330,16096,338,2023-11-19,Wrong Size
331,13283,804,2025-08-13,Defective
332,12175,784,2025-02-22,Changed Mind
333,11873,674,2023-07-13,Wrong Size
334,1824,669,2024-01-13,Changed Mind
335,14100,495,2025-04-05,Defective
336,6162,978,2023-08-15,Defective
337,3588,532,2025-04-08,Wrong Size
338,10594,512,2025-06-08,Defective
339,15214,164,2025-06-18,Changed Mind
340,10538,863,2023-02-09,Changed Mind
341,18169,602,2025-02-19,Defective
342,10784,680,2023-11-26,Defective
343,7904,370,2024-10-06,Wrong Size
344,1965,244,2025-06-30,Defective
345,7853,446,2024-09-20,Late Delivery
346,1346,557,2025-03-28,Late Delivery
347,13198,66,2023-02-22,Late Delivery
348,2865,879,2024-02-20,Wrong Size
349,10290,519,2024-12-04,Late Delivery
350,5799,384,2022-12-10,Wrong Size
351,13608,242,2025-05-31,Changed Mind
352,7631,441,2022-10-20,Changed Mind
353,6904,509,2025-02-27,Changed Mind
354,3867,652,2023-01-02,Late Delivery
355,8162,147,2025-06-12,Late Delivery
356,731,132,2023-08-22,Wrong Size
357,9562,837,2024-10-15,Changed Mind
358,7169,651,2023-07-01,Wrong Size
359,19299,657,2025-03-21,Changed Mind
360,4538,554,2023-05-19,Defective
361,3589,845,2025-07-09,Defective
362,3660,40,2023-08-10,Late Delivery
363,14504,246,2025-04-19,Late Delivery
364,18894,857,2024-04-04,Changed Mind
365,19612,469,2025-07-15,Late Delivery
366,9474,916,2025-08-19,Changed Mind
367,1612,298,2024-08-01,Late Delivery
368,141,720,2024-10-14,Late Delivery
369,8556,843,2023-12-16,Changed Mind
370,18855,182,2024-04-28,Changed Mind
371,2673,109,2023-11-15,Defective
372,12061,739,2023-08-11,Late Delivery
373,2362,638,2025-02-14,Defective
374,13102,658,2022-12-06,Defective
375,2261,380,2022-12-18,Late Delivery
376,16237,854,2024-06-12,Changed Mind
377,7429,526,2025-04-22,Wrong Size
378,11739,543,2025-05-30,Changed Mind
379,13290,203,2023-02-03,Changed Mind
380,9997,559,2023-05-28,Defective
381,1503,674,2023-09-24,Wrong Size
382,19970,625,2024-12-22,Changed Mind
383,3697,920,2025-02-18,Changed Mind
384,4245,244,2025-09-05,Changed Mind
385,1188,979,2024-12-29,Wrong Size
386,12831,937,2025-04-20,Defective
387,1576,767,2023-12-17,Late Delivery
388,8507,855,2025-06-24,Late Delivery
389,6599,221,2024-12-20,Changed Mind
390,3243,873,2024-12-26,Wrong Size
391,12811,611,2024-06-03,Defective
392,14961,932,2023-10-01,Wrong Size
393,18199,332,2024-06-15,Changed Mind
394,7615,259,2025-02-13,Changed Mind
395,16940,732,2024-06-28,Defective
396,17988,708,2025-03-10,Changed Mind
397,11824,517,2023-09-21,Wrong Size
398,19429,991,2023-05-02,Wrong Size
399,59,687,2024-05-14,Changed Mind
400,7140,185,2025-03-13,Late Delivery
401,3098,281,2023-04-18,Changed Mind
402,4495,662,2025-06-06,Defective
403,18050,596,2023-08-15,Defective
404,10680,1000,2025-06-26,Changed Mind
405,12761,710,2022-12-05,Changed Mind
406,12235,477,2024-06-11,Late Delivery
407,10137,443,2024-05-30,Late Delivery
408,19897,694,2023-06-26,Wrong Size
409,14947,648,2024-08-21,Defective
410,13987,694,2024-11-10,Late Delivery
411,5710,919,2023-11-30,Wrong Size
412,8698,983,2025-03-10,Late Delivery
413,17167,820,2023-08-21,Changed Mind
414,4250,190,2023-03-23,Wrong Size
415,425,78,2023-12-18,Late Delivery
416,15245,247,2025-03-24,Late Delivery
417,3454,729,2024-01-02,Wrong Size
418,4483,492,2023-06-23,Changed Mind
419,15297,237,2024-04-02,Defective
420,259,450,2025-07-20,Late Delivery
421,12070,478,2023-09-30,Wrong Size
422,14921,819,2023-07-13,Defective
423,17886,954,2025-01-24,Changed Mind
424,19137,332,2023-03-18,Changed Mind
425,9,349,2025-05-21,Wrong Size
426,5294,886,2025-02-24,Late Delivery
427,8306,659,2025-02-07,Late Delivery
428,14041,925,2023-10-12,Defective
429,9407,769,2024-01-19,Wrong Size
430,5355,956,2025-01-09,Wrong Size
431,8185,366,2025-08-14,Late Delivery
432,5273,592,2024-10-13,Wrong Size
433,18815,69,2025-04-26,Wrong Size
434,15119,137,2024-12-26,Wrong Size
435,7074,956,2023-01-01,Wrong Size
436,5111,733,2023-12-25,Wrong Size
437,6943,335,2024-01-02,Changed Mind
438,5531,649,2025-07-24,Wrong Size
439,2988,881,2025-01-16,Defective
440,12898,822,2024-09-06,Wrong Size
441,6039,326,2024-04-28,Defective
442,13948,501,2024-04-29,Wrong Size
443,19673,474,2024-02-20,Changed Mind
444,12849,271,2023-01-16,Defective
445,8185,587,2023-07-06,Changed Mind
446,3976,227,2023-09-14,Defective
447,3400,583,2024-02-14,Wrong Size
448,12104,84,2023-03-13,Changed Mind
449,1500,209,2023-09-01,Defective
450,3846,137,2023-11-07,Wrong Size
451,1463,511,2023-04-21,Changed Mind
452,12826,485,2023-03-18,Changed Mind
453,486,212,2023-11-25,Changed Mind
454,2313,688,2025-01-06,Wrong Size
455,9638,831,2022-10-17,Changed Mind
456,646,643,2022-11-08,Late Delivery
457,14592,445,2024-04-05,Late Delivery
458,12081,190,2025-02-08,Wrong Size
459,18281,809,2025-01-24,Changed Mind
460,8452,328,2023-12-09,Changed Mind
461,10890,145,2024-02-21,Defective
462,3970,978,2022-10-22,Changed Mind
463,7219,158,2022-11-16,Wrong Size
464,6027,879,2024-09-07,Changed Mind
465,13087,617,2025-04-20,Defective
466,19474,881,2025-06-19,Changed Mind
467,1934,581,2025-09-13,Defective
468,12230,204,2025-03-21,Wrong Size
469,16695,42,2025-01-27,Defective
470,269,212,2023-05-20,Late Delivery
471,18990,634,2024-11-18,Defective
472,7032,235,2023-04-20,Changed Mind
473,10227,554,2024-02-28,Late Delivery
474,7012,756,2025-09-07,Late Delivery
475,16234,853,2023-02-07,Changed Mind
476,15716,395,2025-01-11,Changed Mind
477,10439,288,2023-12-30,Defective
478,3692,786,2024-11-16,Defective
479,9529,913,2022-10-08,Changed Mind
480,13923,696,2024-10-08,Changed Mind
481,14793,745,2024-05-13,Defective
482,1968,473,2024-03-27,Wrong Size
483,18893,896,2025-02-17,Changed Mind
484,10345,134,2023-05-11,Late Delivery
485,16763,992,2024-02-28,Changed Mind
486,3716,457,2024-10-10,Changed Mind
487,11075,79,2024-09-01,Wrong Size
488,1837,41,2023-12-12,Changed Mind
489,932,129,2024-04-26,Changed Mind
490,3297,890,2025-01-06,Defective
491,12353,43,2023-02-18,Late Delivery
492,4569,147,2023-12-30,Wrong Size
493,9286,659,2023-12-22,Defective
494,8424,578,2024-02-25,Changed Mind
495,15244,262,2022-09-30,Changed Mind
496,4714,226,2024-03-26,Changed Mind
497,4486,220,2024-07-30,Late Delivery
498,10322,163,2023-02-01,Late Delivery
499,7291,661,2025-09-03,Late Delivery
500,19809,894,2025-03-07,Defective
501,16502,404,2023-09-07,Changed Mind
502,19406,564,2023-08-31,Changed Mind
503,15059,156,2024-12-05,Wrong Size
504,5104,218,2024-10-04,Late Delivery
505,10220,401,2023-06-05,Changed Mind
506,95,902,2024-01-02,Wrong Size
507,10674,107,2022-10-02,Defective
508,5911,846,2023-02-08,Defective
509,11781,637,2024-10-26,Changed Mind
510,1210,186,2023-08-25,Defective
511,3980,722,2025-04-18,Defective
512,2492,826,2022-12-06,Late Delivery
513,2114,576,2022-12-28,Defective
514,9772,4,2025-08-04,Changed Mind
515,6438,674,2024-12-09,Defective
516,5817,413,2024-02-02,Wrong Size
517,17683,145,2023-11-28,Wrong Size
518,16968,238,2025-06-30,Late Delivery
519,13463,275,2024-11-19,Defective
520,3655,863,2023-09-13,Wrong Size
521,12306,656,2023-03-25,Wrong Size
522,1779,102,2024-12-12,Defective
523,4202,753,2024-10-07,Defective
524,11821,298,2024-02-08,Late Delivery
525,4032,31,2025-08-21,Defective
526,2439,470,2022-11-17,Late Delivery
527,19492,53,2024-10-04,Wrong Size
528,12179,349,2023-01-28,Wrong Size
529,12761,754,2023-05-19,Wrong Size
530,10256,76,2024-12-11,Changed Mind
531,4308,569,2025-03-09,Defective
532,15755,467,2024-05-27,Late Delivery
533,10869,313,2024-08-10,Defective
534,11750,854,2023-09-25,Wrong Size
535,16857,711,2024-01-28,Wrong Size
536,19231,534,2023-06-11,Changed Mind
537,5630,740,2022-12-28,Wrong Size
538,14280,588,2023-01-14,Defective
539,3588,182,2025-08-14,Late Delivery
540,14021,90,2024-09-25,Late Delivery
541,18332,579,2024-05-22,Defective
542,2740,50,2025-03-12,Changed Mind
543,11751,415,2025-07-20,Wrong Size
544,16675,572,2024-11-18,Defective
545,17225,330,2023-09-30,Wrong Size
546,12797,440,2024-01-07,Late Delivery
547,6492,182,2024-04-12,Defective
548,8821,618,2024-11-22,Changed Mind
549,3180,319,2024-01-23,Changed Mind
550,15969,312,2023-11-28,Wrong Size
551,10284,550,2025-07-29,Defective
552,10782,397,2024-10-16,Defective
553,13292,782,2023-09-01,Late Delivery
554,7196,193,2022-10-24,Wrong Size
555,19079,91,2023-07-07,Defective
556,16258,753,2025-07-08,Changed Mind
557,3670,213,2023-06-13,Wrong Size
558,9394,129,2023-01-13,Late Delivery
559,2508,311,2025-01-11,Defective
560,8455,135,2022-12-24,Late Delivery
561,14370,609,2023-07-11,Wrong Size
562,9576,815,2023-03-12,Late Delivery
563,3022,634,2024-03-02,Late Delivery
564,17398,31,2023-04-22,Wrong Size
565,4358,943,2022-11-09,Late Delivery
566,5417,130,2023-07-29,Changed Mind
567,6755,596,2024-04-09,Defective
568,14360,408,2023-11-28,Defective
569,10237,374,2025-08-29,Late Delivery
570,13656,627,2023-10-13,Defective
571,14910,42,2022-12-22,Late Delivery
572,4265,55,2023-12-18,Late Delivery
573,18994,926,2023-05-08,Changed Mind
574,12133,983,2023-08-13,Defective
575,7595,186,2024-06-10,Changed Mind
576,13355,177,2023-09-17,Defective
577,10413,790,2022-10-22,Defective
578,11271,593,2023-07-09,Wrong Size
579,16124,103,2024-03-13,Wrong Size
580,71,454,2023-09-27,Defective
581,18401,328,2024-01-27,Late Delivery
582,6308,714,2025-02-01,Changed Mind
583,15288,801,2023-01-16,Wrong Size
584,896,463,2024-05-24,Late Delivery
585,10625,139,2023-02-05,Wrong Size
586,18767,888,2025-04-22,Late Delivery
587,11907,506,2023-11-11,Changed Mind
588,518,202,2024-02-15,Wrong Size
589,2509,198,2025-07-19,Wrong Size
590,5608,311,2025-08-19,Late Delivery
591,7017,415,2025-09-15,Late Delivery
592,17800,629,2025-09-13,Wrong Size
593,4140,348,2024-02-09,Changed Mind
594,8691,442,2023-09-20,Changed Mind
595,1727,709,2024-09-21,Wrong Size
596,7255,236,2024-12-13,Defective
597,11412,154,2025-04-13,Wrong Size
598,5637,274,2025-01-24,Wrong Size
599,9998,790,2024-10-12,Defective
600,15216,282,2024-05-29,Wrong Size
601,2997,107,2024-06-18,Wrong Size
602,2766,99,2022-10-12,Late Delivery
603,13289,326,2024-03-03,Defective
604,18040,510,2024-06-18,Defective
605,19460,619,2025-08-11,Changed Mind
606,798,432,2024-10-14,Changed Mind
607,9050,187,2024-03-25,Wrong Size
608,8570,156,2025-05-27,Wrong Size
609,7558,551,2023-01-08,Late Delivery
610,5298,516,2022-10-13,Changed Mind
611,5567,866,2024-08-19,Wrong Size
612,1091,354,2022-12-10,Changed Mind
613,18633,975,2024-03-24,Wrong Size
614,6225,152,2023-01-07,Changed Mind
615,9381,769,2024-07-18,Changed Mind
616,8850,666,2025-03-04,Wrong Size
617,3381,165,2023-12-26,Late Delivery
618,11427,835,2025-08-06,Defective
619,16490,997,2023-12-09,Defective
620,13199,41,2024-07-07,Changed Mind
621,17312,395,2023-01-25,Defective
622,5900,731,2024-10-31,Defective
623,18169,477,2023-10-11,Defective
624,16242,49,2025-02-22,Late Delivery
625,1206,196,2025-04-24,Defective
626,18884,713,2023-04-06,Wrong Size
627,10620,773,2024-10-28,Changed Mind
628,15605,364,2022-11-23,Wrong Size
629,18601,491,2024-08-27,Wrong Size
630,16889,814,2025-07-20,Changed Mind
631,15303,259,2025-02-06,Defective
632,13028,807,2022-10-08,Wrong Size
633,870,463,2022-12-26,Changed Mind
634,15478,477,2025-09-18,Changed Mind
635,12965,352,2022-10-31,Defective
636,7074,597,2024-05-05,Changed Mind
637,11362,491,2022-10-15,Late Delivery
638,12484,918,2025-01-10,Late Delivery
639,8400,809,2023-04-29,Wrong Size
640,9465,465,2024-12-18,Late Delivery
641,13931,3,2025-06-15,Late Delivery
642,3037,766,2024-09-05,Defective
643,15287,708,2025-04-04,Late Delivery
644,15599,528,2024-03-20,Defective
645,1341,851,2024-11-18,Changed Mind
646,12242,47,2022-10-09,Late Delivery
647,1939,198,2023-12-25,Late Delivery
648,16049,234,2022-09-28,Defective
649,9126,211,2025-08-04,Changed Mind
650,8157,682,2023-03-10,Late Delivery
651,18937,791,2024-08-28,Wrong Size
652,19231,329,2025-08-25,Late Delivery
653,775,437,2024-01-29,Defective
654,11747,480,2025-02-18,Defective
655,13410,969,2023-03-22,Wrong Size
656,4145,505,2024-11-08,Wrong Size
657,184,306,2023-03-21,Defective
658,16627,636,2025-03-22,Late Delivery
659,17041,905,2023-10-29,Changed Mind
660,10567,144,2025-04-15,Defective
661,2403,356,2024-03-30,Defective
662,1631,743,2022-11-30,Changed Mind
663,4165,13,2024-11-18,Defective
664,15813,826,2023-06-02,Changed Mind
665,18380,645,2023-06-06,Wrong Size
666,8939,688,2025-04-14,Wrong Size
667,5001,719,2025-04-02,Late Delivery
668,13911,417,2022-10-09,Changed Mind
669,953,646,2024-05-23,Changed Mind
670,4452,896,2025-04-01,Changed Mind
671,1870,29,2024-06-21,Changed Mind
672,9843,868,2025-08-02,Defective
673,274,6,2023-03-11,Late Delivery
674,7400,941,2023-04-30,Wrong Size
675,14720,573,2024-07-18,Defective
676,1779,135,2024-07-20,Defective
677,18589,731,2024-12-24,Changed Mind
678,18937,139,2023-08-31,Changed Mind
679,15388,523,2023-03-10,Changed Mind
680,2727,437,2024-07-24,Changed Mind
681,13908,979,2024-09-24,Defective
682,19001,210,2023-10-05,Changed Mind
683,15765,306,2023-09-22,Changed Mind
684,645,12,2024-01-30,Wrong Size
685,16621,813,2025-06-13,Changed Mind
686,11897,853,2025-09-01,Changed Mind
687,14847,152,2023-10-04,Defective
688,9619,194,2023-11-27,Defective
689,14493,83,2023-11-26,Changed Mind
