order_id,customer_id,order_date,order_status
191,1882,2023-05-02,Returned
192,655,2023-11-17,Returned
193,1638,2023-06-27,Cancelled
194,543,2022-12-19,Cancelled
195,738,2023-04-21,Returned
196,1061,2025-01-20,Completed
197,1472,2023-06-18,Cancelled
198,610,2025-03-05,Cancelled
199,223,2025-03-30,Returned
200,1348,2025-03-13,Returned
201,148,2023-09-01,Cancelled
202,473,2023-04-22,Returned
203,155,2023-12-11,Completed
204,876,2025-07-11,Cancelled
205,24,2024-05-26,Returned
206,1051,2023-08-30,Completed
207,129,2025-01-11,Cancelled
208,458,2025-01-30,Cancelled
209,1616,2024-03-16,Returned
210,359,2024-05-02,Completed
211,565,2025-02-26,Completed
212,421,2024-02-02,Cancelled
213,765,2022-10-07,Returned
214,1452,2025-03-25,Returned
215,320,2025-08-21,Cancelled
216,706,2024-05-23,Completed
217,1172,2025-02-22,Cancelled
218,1290,2025-06-29,Returned
219,711,2023-05-22,Cancelled
220,1858,2023-08-27,Completed
221,355,2024-10-03,Completed
222,178,2023-05-22,Cancelled
223,181,2024-11-07,Returned
224,1390,2024-12-28,Completed
225,855,2023-03-13,Completed
226,1885,2024-04-04,Cancelled
227,1786,2025-04-08,Completed
228,1020,2022-11-25,Returned
229,1518,2022-10-02,Completed
230,793,2025-08-05,Returned
231,1045,2024-07-11,Returned
232,101,2022-10-26,Cancelled
233,370,2025-05-13,Completed
234,1513,2023-04-03,Completed
235,1832,2023-05-23,Returned
236,327,2025-07-09,Cancelled
237,1545,2024-10-07,Returned
238,1914,2023-02-25,Cancelled
239,1516,2023-06-03,Completed
240,655,2023-01-19,Returned
241,1088,2023-02-10,Completed
242,221,2024-11-29,Cancelled
243,1946,2025-09-05,Returned
244,320,2023-07-23,Cancelled
245,1818,2025-03-25,Completed
246,411,2023-04-14,Returned
247,159,2023-12-09,Cancelled
248,1819,2024-01-29,Completed
249,1061,2024-03-05,Completed
250,899,2023-11-03,Returned
251,1035,2023-10-07,Cancelled
252,1582,2023-06-30,Returned
253,758,2023-03-07,Cancelled
254,533,2023-01-07,Completed
255,1869,2024-09-12,Completed
256,1174,2024-11-10,Cancelled
257,1878,2025-05-09,Cancelled
258,1423,2024-05-17,Cancelled
259,1203,2023-02-18,Returned
260,377,2025-01-25,Completed
261,236,2022-10-21,Returned
262,234,2025-01-12,Completed
263,1972,2023-07-19,Returned
264,345,2025-08-10,Returned
265,1546,2023-10-05,Cancelled
266,1023,2024-06-05,Completed
267,1719,2023-04-16,Returned
268,1363,2022-12-11,Returned
269,1534,2024-11-25,Returned
270,847,2024-05-16,Completed
271,1707,2024-09-23,Completed
272,14,2022-12-17,Cancelled
273,1841,2024-04-13,Returned
274,60,2024-09-16,Returned
275,1704,2023-05-12,Cancelled
276,878,2023-09-05,Returned
277,1884,2024-09-02,Completed
278,128,2023-02-02,Returned
279,208,2024-02-13,Completed
280,1493,2025-09-05,Returned
281,711,2024-07-10,Returned
282,1752,2024-12-16,Cancelled
283,1653,2023-07-04,Returned
284,664,2024-03-31,Completed
285,898,2023-11-08,Completed
286,1941,2024-05-04,Completed
287,973,2023-10-03,Completed
288,1336,2025-04-11,Completed
289,1028,2023-11-14,Returned
290,486,2023-12-31,Completed
291,1200,2023-09-17,Cancelled
292,1836,2023-08-27,Returned
293,1545,2023-01-04,Cancelled
294,532,2024-09-21,Cancelled
295,1769,2025-09-12,Cancelled
296,428,2023-07-19,Cancelled
297,1251,2023-07-05,Cancelled
298,1728,2024-02-04,Returned
299,499,2025-05-16,Cancelled
300,1273,2025-05-14,Cancelled
301,592,2025-07-20,Completed
302,354,2023-09-03,Completed
303,428,2022-10-06,Completed
304,1464,2024-06-14,Completed
305,1415,2023-01-17,Completed
306,24,2023-01-10,Completed
307,1350,2025-01-21,Completed
308,342,2023-02-09,Cancelled
309,1827,2025-07-27,Completed
310,1230,2024-03-05,Cancelled
311,1330,2024-07-27,Cancelled
312,429,2022-10-31,Cancelled
313,1274,2022-10-14,Completed
314,1912,2023-06-18,Completed
315,35,2025-04-22,Cancelled
316,23,2024-03-13,Completed
317,1866,2024-03-20,Cancelled
318,1097,2024-06-22,Completed
319,1744,2025-07-28,Completed
320,1274,2023-05-04,Returned
321,56,2024-03-19,Returned
322,269,2025-07-04,Returned
323,873,2024-08-04,Completed
324,1638,2022-12-28,Returned
325,1811,2023-05-01,Completed
326,1690,2025-08-21,Returned
327,1348,2025-04-20,Returned
328,491,2025-07-04,Returned
329,1355,2024-03-24,Cancelled
330,632,2025-01-30,Returned
331,1927,2024-01-29,Cancelled
332,409,2023-06-16,Returned
333,386,2024-01-02,Cancelled
334,807,2025-05-28,Returned
335,954,2025-08-01,Completed
336,1049,2023-02-06,Completed
337,1207,2024-01-18,Returned
338,1565,2023-09-27,Completed
339,865,2024-05-04,Completed
340,478,2024-03-10,Returned
341,1589,2022-09-19,Cancelled
342,1068,2024-10-27,Completed
343,1054,2025-09-07,Completed
344,1826,2024-10-05,Returned
345,1499,2025-07-04,Cancelled
346,1328,2022-12-19,Cancelled
347,1631,2024-12-02,Completed
348,1557,2023-06-24,Completed
349,1131,2025-07-03,Returned
350,101,2023-07-12,Returned
351,747,2024-06-17,Returned
352,1920,2022-10-13,Returned
353,552,2023-03-06,Cancelled
354,1360,2024-12-17,Cancelled
355,756,2024-11-14,Completed
356,386,2023-11-05,Completed
357,1747,2025-05-10,Completed
358,1195,2024-12-03,Completed
359,1842,2024-04-13,Cancelled
360,1189,2024-10-08,Completed
361,800,2023-06-18,Cancelled
362,1273,2023-03-28,Returned
363,1330,2024-12-10,Returned
364,814,2024-01-08,Completed
365,540,2023-02-28,Cancelled
366,390,2025-01-14,Completed
367,469,2025-03-21,Returned
368,106,2024-07-10,Returned
369,871,2022-11-03,Completed
370,1814,2024-05-10,Cancelled
371,1878,2024-03-01,Returned
372,1920,2024-05-03,Cancelled
373,859,2023-07-03,Returned
374,281,2025-01-26,Completed
375,625,2024-09-16,Returned
376,908,2024-04-24,Completed
377,771,2023-10-24,Cancelled
378,303,2024-05-04,Returned
379,1900,2024-07-19,Cancelled
380,354,2023-02-12,Returned
381,1057,2023-01-11,Cancelled
382,415,2024-10-14,Cancelled
383,1077,2023-08-08,Cancelled
384,826,2025-07-19,Returned
385,579,2023-06-16,Cancelled
386,705,2023-10-02,Returned
387,1790,2023-08-22,Cancelled
388,1207,2024-05-23,Returned
389,1763,2023-11-18,Cancelled
390,1151,2023-06-14,Completed
391,234,2022-09-19,Completed
392,486,2023-04-10,Cancelled
393,17,2023-05-30,Cancelled
394,1222,2023-04-20,Cancelled
395,1718,2023-11-21,Completed
396,665,2025-06-16,Cancelled
397,70,2023-10-09,Returned
398,1921,2022-11-06,Returned
399,99,2023-01-03,Returned
400,328,2024-05-24,Returned
401,645,2023-04-09,Returned
402,1501,2023-01-14,Cancelled
403,816,2024-04-20,Cancelled
404,89,2023-10-10,Completed
405,91,2023-12-20,Completed
406,577,2023-05-04,Cancelled
407,531,2025-04-25,Returned
408,359,2024-06-13,Returned
409,1251,2025-03-26,Completed
410,651,2023-01-22,Completed
411,1287,2023-03-23,Cancelled
412,1160,2025-07-12,Completed
413,795,2024-07-06,Cancelled
414,501,2024-10-23,Completed
415,325,2025-03-25,Returned
416,398,2024-06-19,Completed
417,1422,2023-03-29,Cancelled
418,250,2025-01-12,Completed
419,617,2022-10-05,Returned
420,94,2024-05-21,Returned
421,859,2024-05-19,Completed
422,612,2024-01-10,Completed
423,439,2023-01-10,Completed
424,1311,2024-02-14,Returned
425,1188,2024-12-26,Returned
426,366,2025-04-29,Cancelled
427,208,2024-12-12,Returned
428,88,2025-05-24,Completed
429,938,2024-11-13,Completed
430,1962,2025-04-02,Completed
431,505,2024-07-22,Completed
432,717,2025-05-28,Cancelled
433,184,2025-08-05,Cancelled
434,1927,2025-07-29,Cancelled
435,606,2024-07-28,Completed
436,1148,2024-02-23,Completed
437,543,2024-08-03,Returned
438,1064,2023-09-10,Returned
439,757,2024-05-11,Cancelled
440,1236,2023-11-18,Returned
441,1967,2022-10-13,Cancelled
442,1828,2024-12-16,Completed
443,764,2025-06-24,Cancelled
444,966,2023-09-10,Completed
445,1138,2023-11-20,Completed
446,86,2024-08-06,Returned
447,96,2024-04-20,Completed
448,886,2024-05-04,Completed
449,1119,2025-06-19,Completed
450,626,2023-03-20,Completed
451,1594,2023-10-05,Cancelled
452,1909,2024-12-18,Cancelled
453,1896,2024-04-11,Returned
454,821,2023-09-03,Completed
455,1583,2024-06-11,Completed
456,475,2025-01-16,Cancelled
457,1519,2024-01-29,Returned
458,277,2023-09-09,Returned
459,1719,2024-08-25,Cancelled
460,829,2024-08-08,Cancelled
461,442,2024-03-29,Completed
462,83,2023-07-28,Completed
463,1534,2024-04-22,Returned
464,82,2024-07-10,Returned
465,1732,2025-05-06,Cancelled
466,1840,2022-11-05,Returned
467,1432,2024-09-27,Returned
468,1150,2024-03-18,Returned
469,1255,2024-07-15,Cancelled
470,1966,2024-01-24,Completed
471,1275,2024-08-09,Cancelled
472,995,2023-12-15,Cancelled
473,1009,2024-03-04,Returned
474,1090,2023-05-12,Completed
475,223,2024-09-23,Completed
476,1371,2024-12-06,Completed
477,1432,2024-01-20,Returned
478,1883,2025-02-02,Completed
479,1320,2024-12-28,Completed
480,768,2023-02-08,Cancelled
481,1263,2023-06-13,Cancelled
482,1243,2025-01-14,Returned
483,635,2023-04-28,Completed
484,1257,2022-10-23,Cancelled
485,965,2022-09-25,Cancelled
486,1411,2023-10-10,Returned
487,37,2022-11-18,Returned
488,737,2024-04-02,Returned
489,81,2025-08-13,Cancelled
490,1122,2025-07-28,Returned
491,1128,2023-03-23,Completed
492,560,2024-11-09,Returned
493,780,2023-10-25,Completed
494,595,2025-06-18,Completed
495,1608,2023-01-04,Returned
496,1013,2024-07-28,Returned
497,1808,2024-05-19,Cancelled
498,50,2024-10-19,Cancelled
499,1253,2023-02-10,Returned
500,1062,2024-07-13,Cancelled
501,618,2025-05-18,Returned
502,389,2024-08-17,Completed
503,1449,2024-11-25,Returned
504,838,2024-10-13,Completed
505,462,2023-03-17,Cancelled
506,918,2023-05-13,Returned
507,1736,2025-05-21,Cancelled
508,204,2023-01-16,Cancelled
509,1823,2023-03-01,Cancelled
510,1524,2024-01-31,Completed
511,810,2024-07-15,Completed
512,35,2024-05-14,Completed
513,735,2024-03-15,Returned
514,1262,2023-03-18,Cancelled
515,737,2023-04-27,Returned
516,1996,2023-12-28,Returned
517,38,2024-09-02,Completed
518,1298,2023-02-18,Returned
519,1463,2025-01-17,Completed
520,1670,2024-07-08,Completed
521,1289,2023-05-05,Cancelled
522,653,2024-04-04,Cancelled
523,841,2024-10-27,Completed
524,965,2024-11-13,Returned
525,1660,2023-04-21,Returned
526,358,2025-03-03,Completed
527,393,2023-01-03,Returned
528,130,2023-11-02,Completed
529,54,2025-04-26,Completed
530,1550,2024-08-27,Cancelled
531,706,2025-05-09,Returned
532,36,2022-12-30,Returned
533,567,2024-04-28,Completed
534,900,2025-07-01,Completed
535,804,2023-06-24,Completed
536,861,2025-05-10,Cancelled
537,794,2023-04-24,Cancelled
538,1360,2025-01-25,Cancelled
539,780,2023-05-29,Completed
540,1482,2023-01-27,Completed
541,458,2024-04-29,Completed
542,875,2024-07-26,Completed
543,453,2025-05-02,Cancelled
544,753,2024-11-04,Completed
545,186,2023-12-24,Completed
546,1393,2025-08-02,Returned
547,1927,2024-12-27,Returned
548,420,2024-04-19,Cancelled
549,261,2023-10-23,Returned
550,1210,2025-06-14,Returned
551,1969,2023-08-20,Returned
552,1753,2023-01-27,Completed
553,1998,2024-12-11,Completed
554,547,2024-02-26,Completed
555,1340,2022-11-21,Completed
556,1283,2025-03-13,Completed
557,843,2025-03-05,Cancelled
558,1508,2024-04-14,Returned
559,189,2024-10-29,Cancelled
560,306,2024-11-24,Completed
561,68,2023-05-18,Returned
562,1263,2023-11-22,Cancelled
563,534,2025-03-30,Cancelled
564,1014,2022-10-19,Cancelled
565,1439,2023-01-04,Completed
566,546,2023-10-15,Returned
567,299,2022-11-26,Cancelled
568,1083,2023-02-17,Completed
569,1779,2022-12-02,Cancelled
570,1604,2025-05-17,Returned
571,1930,2023-04-18,Cancelled
572,1375,2025-02-04,Completed
573,1282,2023-07-26,Completed
574,1963,2023-09-04,Cancelled
575,1668,2025-05-17,Cancelled
576,272,2024-08-13,Returned
577,1753,2024-08-20,Cancelled
578,1826,2023-09-24,Returned
579,1898,2024-09-08,Cancelled
580,1108,2022-12-04,Cancelled
581,553,2023-01-24,Returned
582,1151,2025-08-23,Returned
583,238,2024-04-16,Cancelled
584,283,2024-04-02,Cancelled
585,1433,2024-01-05,Returned
586,1061,2022-11-30,Cancelled
587,824,2025-09-07,Cancelled
588,1825,2025-08-09,Returned
589,71,2025-08-15,Cancelled
590,1461,2023-06-15,Returned
591,1058,2023-01-05,Completed
592,1286,2023-12-05,Cancelled
593,1994,2023-10-10,Returned
594,1034,2023-03-19,Cancelled
595,1918,2023-10-07,Completed
596,1951,2024-01-28,Returned
597,450,2023-01-07,Returned
598,895,2022-11-24,Cancelled
599,783,2025-07-30,Returned
600,1027,2024-04-24,Completed
601,41,2025-06-30,Completed
602,1110,2025-02-09,Cancelled
603,270,2023-09-14,Completed
604,1741,2025-07-31,Cancelled
605,480,2024-09-24,Completed
606,536,2023-07-19,Cancelled
607,1267,2023-07-12,Returned
608,1324,2022-10-15,Completed
609,609,2024-10-14,Returned
610,1599,2024-01-04,Completed
611,1551,2023-07-23,Cancelled
612,792,2023-10-13,Cancelled
613,1792,2023-11-18,Cancelled
614,1144,2024-05-06,Returned
615,596,2023-04-06,Returned
616,1374,2023-11-24,Returned
617,190,2025-07-05,Completed
618,1292,2024-08-07,Cancelled
619,778,2022-10-25,Returned
620,1053,2024-09-30,Completed
621,381,2024-03-11,Returned
622,1186,2025-02-01,Completed
623,1363,2025-06-11,Cancelled
624,1978,2024-09-28,Completed
625,1307,2023-08-13,Returned
626,1367,2025-08-23,Returned
627,1879,2022-10-25,Returned
628,395,2025-04-29,Completed
629,1228,2024-05-23,Cancelled
630,812,2023-02-03,Returned
631,1855,2022-12-24,Returned
632,110,2024-01-31,Returned
633,553,2025-07-31,Cancelled
634,378,2024-12-14,Cancelled
635,1637,2022-11-04,Completed
636,718,2025-05-02,Cancelled
637,1938,2024-05-27,Returned
638,541,2023-03-30,Cancelled
639,1785,2022-11-09,Completed
640,1926,2023-07-24,Cancelled
641,1052,2024-05-30,Cancelled
642,1231,2024-03-02,Cancelled
643,39,2024-04-25,Completed
644,166,2025-08-25,Returned
645,922,2022-11-11,Returned
646,1945,2024-07-05,Returned
647,704,2024-07-01,Returned
648,1269,2024-03-05,Cancelled
649,1258,2025-07-29,Returned
650,341,2023-10-19,Cancelled
651,653,2025-04-30,Cancelled
652,1196,2023-01-20,Completed
653,219,2025-05-15,Returned
654,1324,2024-10-06,Cancelled
655,1607,2023-06-14,Cancelled
656,1784,2024-05-26,Completed
657,1405,2025-07-11,Returned
658,1116,2025-05-19,Returned
659,1810,2025-01-07,Completed
660,867,2023-05-25,Completed
661,495,2025-09-06,Completed
662,900,2025-08-04,Cancelled
663,298,2023-10-13,Returned
664,1194,2024-10-27,Returned
665,1662,2024-11-10,Returned
666,1149,2024-10-26,Returned
667,1358,2023-05-10,Returned
668,1347,2023-11-13,Returned
669,1747,2025-08-30,Cancelled
670,1286,2023-09-05,Cancelled
671,1546,2024-09-28,Returned
672,1072,2024-07-04,Returned
673,501,2024-02-25,Cancelled
674,547,2023-04-25,Completed
675,1861,2023-03-23,Returned
676,1190,2025-08-20,Cancelled
677,487,2022-12-18,Cancelled
678,1148,2023-02-26,Completed
679,250,2025-05-09,Returned
680,266,2022-09-29,Completed
681,879,2023-07-29,Cancelled
682,226,2025-09-12,Completed
683,1493,2024-09-10,Cancelled
684,1937,2025-07-15,Completed
685,1419,2024-02-22,Completed
686,231,2023-06-23,Returned
687,1547,2025-07-14,Cancelled
688,487,2022-10-29,Cancelled
689,1968,2025-07-05,Returned
690,446,2024-01-18,Completed
691,1384,2025-03-23,Returned
692,840,2024-12-31,Completed
693,1977,2022-10-14,Returned
694,1445,2024-06-05,Returned
695,691,2024-07-08,Cancelled
696,676,2022-12-15,Completed
697,1056,2025-03-15,Returned
698,1249,2024-01-09,Returned
699,1637,2024-02-06,Cancelled
700,799,2024-06-19,Returned
701,487,2025-07-17,Cancelled
702,1531,2024-07-05,Returned
703,1770,2025-02-21,Completed
704,522,2023-12-31,Cancelled
705,193,2024-03-19,Cancelled
706,131,2024-05-17,Cancelled
707,219,2024-12-22,Returned
708,804,2022-10-05,Cancelled
709,1810,2022-09-23,Returned
710,1465,2023-04-02,Cancelled
711,1648,2022-12-17,Returned
712,332,2023-08-03,Completed
713,547,2025-08-18,Cancelled
714,869,2023-12-01,Cancelled
715,169,2024-03-25,Completed
716,739,2023-05-26,Returned
717,1250,2022-12-28,Returned
718,1949,2023-02-20,Returned
719,1337,2025-01-10,Completed
720,381,2024-10-01,Returned
721,1480,2025-03-26,Returned
722,1727,2023-03-08,Cancelled
723,1430,2023-05-28,Returned
724,1706,2022-09-20,Cancelled
725,1096,2025-06-10,Completed
726,374,2023-02-14,Completed
727,433,2025-02-16,Returned
728,762,2023-08-26,Cancelled
729,769,2023-11-28,Completed
730,1873,2025-06-16,Returned
731,1381,2023-11-28,Returned
732,277,2024-11-29,Completed
733,1036,2023-03-07,Returned
734,1818,2025-04-21,Cancelled
735,962,2025-01-26,Cancelled
736,164,2025-05-19,Returned
737,333,2024-09-28,Cancelled
738,1025,2024-11-23,Cancelled
739,1991,2023-06-23,Cancelled
740,935,2025-03-12,Returned
741,1074,2025-04-12,Cancelled
742,242,2024-08-02,Returned
743,1925,2022-11-29,Completed
744,1101,2023-06-25,Completed
745,1125,2024-01-02,Cancelled
746,799,2024-08-26,Cancelled
747,627,2023-04-04,Cancelled
748,850,2022-11-06,Returned
749,707,2024-07-06,Returned
750,277,2023-01-04,Completed
751,1070,2023-05-02,Cancelled
752,324,2022-12-23,Completed
753,1012,2023-11-23,Returned
754,607,2024-10-31,Returned
755,1248,2025-03-19,Returned
756,1659,2024-10-02,Completed
757,1193,2024-11-26,Returned
758,1312,2023-12-25,Cancelled
759,1075,2023-03-01,Cancelled
760,405,2023-01-24,Returned
761,599,2024-02-10,Cancelled
762,705,2025-01-14,Returned
763,1739,2023-09-21,Cancelled
764,190,2023-07-13,Cancelled
765,1942,2025-05-03,Returned
766,467,2023-06-22,Returned
767,1496,2023-01-20,Cancelled
768,642,2024-01-27,Cancelled
769,1850,2023-12-29,Returned
770,1033,2023-09-10,Returned
771,805,2023-11-18,Cancelled
772,1111,2024-05-15,Returned
773,1129,2024-05-05,Completed
774,1815,2022-12-09,Returned
775,1202,2025-08-01,Returned
776,141,2023-09-08,Cancelled
777,1620,2025-07-07,Returned
778,992,2023-11-27,Returned
779,1498,2025-05-21,Completed
780,1985,2024-12-28,Returned
781,588,2024-04-03,Completed
782,791,2023-01-13,Completed
783,1905,2024-08-05,Returned
784,820,2022-11-06,Cancelled
785,508,2025-01-18,Cancelled
786,1686,2025-04-14,Completed
787,1247,2024-10-25,Completed
788,1152,2023-04-12,Cancelled
789,31,2024-11-20,Completed
790,289,2023-08-24,Cancelled
791,139,2025-02-02,Cancelled
792,1336,2022-11-21,Cancelled
793,1993,2024-06-14,Cancelled
794,1096,2024-11-16,Completed
795,1933,2025-04-11,Cancelled
796,286,2023-10-10,Returned
797,1333,2024-12-13,Returned
798,1104,2023-04-11,Returned
799,1297,2023-11-08,Returned
800,552,2022-11-25,Returned
801,787,2022-12-27,Cancelled
802,409,2022-09-28,Returned
803,997,2024-02-08,Cancelled
804,1826,2024-12-19,Completed
805,912,2023-11-11,Completed
806,357,2024-11-12,Completed
807,1214,2023-05-31,Returned
808,1429,2024-06-14,Completed
809,1679,2025-05-30,Returned
810,594,2023-06-11,Completed
811,731,2024-09-20,Completed
812,1135,2023-03-05,Cancelled
813,364,2024-10-22,Cancelled
814,711,2022-12-07,Cancelled
815,943,2025-08-21,Completed
816,242,2023-03-22,Completed
817,227,2023-12-24,Cancelled
818,1266,2024-05-29,Returned
819,1810,2025-02-28,Returned
820,1367,2024-03-22,Completed
821,1369,2022-12-11,Cancelled
822,1193,2023-08-08,Completed
823,1033,2024-07-12,Returned
824,397,2024-03-18,Completed
825,1023,2025-02-22,Cancelled
826,1017,2024-07-07,Returned
827,1835,2023-11-28,Completed
828,1366,2024-03-15,Returned
829,1467,2023-05-27,Completed
830,788,2025-07-21,Cancelled
831,96,2025-07-16,Returned
832,1205,2023-02-17,Returned
833,1713,2025-05-30,Returned
834,1216,2023-06-23,Returned
835,141,2022-10-03,Cancelled
836,1848,2025-01-31,Cancelled
837,239,2022-12-05,Cancelled
838,543,2025-06-09,Returned
839,1591,2023-10-18,Returned
840,1673,2025-08-08,Returned
841,366,2024-02-15,Completed
842,511,2023-04-18,Completed
843,727,2025-07-06,Cancelled
844,1129,2022-09-30,Cancelled
845,918,2023-08-10,Cancelled
846,664,2023-09-20,Cancelled
847,680,2023-12-09,Cancelled
848,1723,2025-06-10,Completed
849,356,2025-09-13,Completed
850,1082,2024-07-01,Returned
851,983,2022-10-31,Returned
852,1743,2022-11-15,Cancelled
853,1078,2023-02-23,Returned
854,1268,2024-08-19,Returned
855,1525,2022-10-31,Cancelled
856,292,2023-04-23,Returned
857,1713,2024-09-04,Returned
858,1933,2023-09-11,Completed
859,532,2025-05-27,Completed
860,513,2024-01-29,Cancelled
861,1730,2024-01-08,Cancelled
862,259,2023-06-22,Cancelled
863,1644,2024-11-18,Cancelled
864,1592,2025-06-22,Returned
